DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
31-Dec-2019,EQ,"472.65","475.30","469.50","474.75","470.75","472.05","472.60","561.65","320.35",9644145,"4,55,77,93,228.80",75650
30-Dec-2019,EQ,"470.10","476.30","465.10","469.50","474.10","474.75","470.60","561.65","320.35",11462074,"5,39,40,76,406.20",105522
27-Dec-2019,EQ,"469.25","471.80","463.20","467.90","470.05","469.50","467.43","561.65","320.35",11144333,"5,20,91,83,537.65",95214
26-Dec-2019,EQ,"463.00","472.00","463.00","463.00","467.20","467.90","468.87","561.65","320.35",18255603,"8,55,95,78,182.80",144541
24-Dec-2019,EQ,"462.20","464.70","459.40","462.15","463.10","463.00","462.60","561.65","320.35",11235505,"5,19,74,95,200.65",93637
23-Dec-2019,EQ,"461.00","467.50","457.05","461.00","461.25","462.15","462.47","561.65","320.35",18631143,"8,61,63,03,425.10",154747
20-Dec-2019,EQ,"446.00","463.40","443.10","446.75","461.75","461.00","455.82","561.65","320.35",26931262,"12,27,59,13,985.20",268190
19-Dec-2019,EQ,"440.00","449.40","438.00","444.75","446.80","446.75","442.97","561.65","320.35",20547286,"9,10,17,85,800.45",164386
18-Dec-2019,EQ,"439.40","454.80","436.05","439.40","442.50","444.75","446.19","561.65","320.35",40028398,"17,86,01,89,439.80",337291
17-Dec-2019,EQ,"423.60","441.90","423.05","421.00","440.55","439.40","436.19","561.65","320.35",30757738,"13,41,62,53,671.45",241674
16-Dec-2019,EQ,"432.00","432.00","420.15","428.40","422.00","421.00","424.32","561.65","320.35",9565831,"4,05,89,67,308.85",94726
13-Dec-2019,EQ,"430.25","434.60","423.45","418.70","430.00","428.40","428.88","561.65","320.35",21628183,"9,27,59,52,058.45",178904
12-Dec-2019,EQ,"408.30","420.90","406.80","405.55","417.85","418.70","415.81","561.65","320.35",14984671,"6,23,07,11,328.20",126552
11-Dec-2019,EQ,"402.40","408.20","400.35","402.05","407.00","405.55","404.11","561.65","320.35",8227863,"3,32,49,93,820.55",82232
10-Dec-2019,EQ,"405.00","409.60","400.20","406.70","402.35","402.05","404.93","561.65","320.35",9349585,"3,78,59,15,480.15",80307
09-Dec-2019,EQ,"403.00","411.80","401.95","403.25","406.00","406.70","408.33","561.65","320.35",12318452,"5,02,99,80,261.85",106325
06-Dec-2019,EQ,"401.45","407.50","393.85","399.80","401.95","403.25","402.51","561.65","320.35",16931082,"6,81,49,77,768.85",125216
05-Dec-2019,EQ,"411.05","411.85","397.10","409.30","399.00","399.80","403.17","561.65","320.35",11110884,"4,47,95,71,870.45",99838
04-Dec-2019,EQ,"392.80","411.45","389.00","399.65","409.90","409.30","398.79","561.65","320.35",26113249,"10,41,37,06,750.80",219246
03-Dec-2019,EQ,"418.00","418.55","396.40","420.85","398.95","399.65","405.21","561.65","320.35",16870656,"6,83,61,17,586.55",132388
02-Dec-2019,EQ,"424.95","426.95","419.00","427.50","419.25","420.85","422.65","561.65","320.35",8337171,"3,52,37,17,204.65",81580
29-Nov-2019,EQ,"427.45","429.50","421.10","432.10","426.70","427.50","425.68","561.65","320.35",12631956,"5,37,71,22,959.70",106194
28-Nov-2019,EQ,"422.20","434.30","422.15","421.35","431.00","432.10","429.34","561.65","320.35",15766073,"6,76,90,14,736.15",152985
27-Nov-2019,EQ,"425.30","427.00","419.20","424.15","421.15","421.35","422.45","561.65","320.35",10984679,"4,64,04,97,190.05",108553
26-Nov-2019,EQ,"425.00","429.30","416.75","419.50","425.30","424.15","424.04","561.65","320.35",28276312,"11,99,03,86,157.50",250836
25-Nov-2019,EQ,"405.25","421.00","403.00","400.00","421.00","419.50","414.74","561.65","320.35",27612458,"11,45,19,46,653.85",299929
22-Nov-2019,EQ,"386.00","402.80","383.10","385.10","401.35","400.00","391.97","583.80","320.35",17271949,"6,77,01,44,624.00",126658
21-Nov-2019,EQ,"399.00","399.15","383.25","398.70","385.75","385.10","391.59","583.80","320.35",10208554,"3,99,75,78,569.70",98524
20-Nov-2019,EQ,"401.00","408.50","397.30","401.75","398.20","398.70","402.05","583.80","320.35",12255602,"4,92,73,84,791.65",93900
19-Nov-2019,EQ,"414.00","414.85","400.00","410.05","403.00","401.75","406.67","583.80","320.35",14265083,"5,80,12,28,681.80",114133
18-Nov-2019,EQ,"396.40","412.60","396.00","394.50","411.90","410.05","406.08","583.80","320.35",18906528,"7,67,76,20,941.35",152327
15-Nov-2019,EQ,"392.00","403.00","390.60","391.95","393.40","394.50","396.19","610.60","320.35",11813259,"4,68,02,82,213.85",87790
14-Nov-2019,EQ,"396.10","398.70","389.40","397.90","392.50","391.95","393.36","610.60","320.35",10869425,"4,27,56,39,966.40",81252
13-Nov-2019,EQ,"400.90","408.85","392.70","401.45","393.45","397.90","403.52","610.60","320.35",17511469,"7,06,61,57,296.10",126681
